FOLIO,FECHA,ANIO,MES,K_GRUPO,GRUPO,K_EMPRESA,EMPRESA,CONCESIONARIO,L_PREPAGO_E,L_POSPAGO_E,L_POSPAGOC_E,L_POSPAGOL_E,L_NO_ESPECIFICADO_E,L_TOTAL_E
100418,15JAN2019,2019,01,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","2,962",,,,,"2,962"
100418,15FEB2019,2019,02,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","25,469",,,,,"25,469"
100418,15MAR2019,2019,03,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","21,501",,,,,"21,501"
100418,15APR2019,2019,04,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","12,020",,,,,"12,020"
100418,15MAY2019,2019,05,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","12,020",,,,,"12,020"
100418,15JUN2019,2019,06,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","12,020",,,,,"12,020"
100418,15JUL2019,2019,07,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,"1,833",,,"1,833"
100418,15AUG2019,2019,08,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,"1,682",,,"1,682"
100418,15SEP2019,2019,09,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,"1,541",,,"1,541"
100418,15OCT2019,2019,10,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,"1,294",,,"1,294"
100418,15NOV2019,2019,11,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",20,,"1,309",,,"1,329"
100418,15DEC2019,2019,12,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",257,,"3,870",,,"4,127"
100418,15JAN2020,2020,01,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",601,,"6,481",,,"7,082"
100418,15FEB2020,2020,02,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","1,083",,"9,455",,,"10,538"
100418,15MAR2020,2020,03,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","16,188",,"14,450",,,"30,638"
100418,15APR2020,2020,04,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","2,886",,"17,927",,,"20,813"
100418,15MAY2020,2020,05,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","5,289",,"23,323",,,"28,612"
100418,15JUN2020,2020,06,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","7,869",,"31,330",,,"39,199"
100418,15JUL2020,2020,07,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","10,486",,"39,681",,,"50,167"
100418,15AUG2020,2020,08,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","11,821",,"60,235",,,"72,056"
100418,15SEP2020,2020,09,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","12,335",,"85,161",,,"97,496"
100418,15OCT2020,2020,10,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","13,572",,"118,181",,,"131,753"
100418,15NOV2020,2020,11,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","13,699",,"139,174",,,"152,873"
100418,15DEC2020,2020,12,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.","13,917",,"160,546",,,"174,463"
100418,15JAN2021,2021,01,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"183,634","183,634"
100418,15FEB2021,2021,02,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"188,956","188,956"
100418,15MAR2021,2021,03,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"198,694","198,694"
100418,15JUL2021,2021,07,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"270,790","270,790"
100418,15AUG2021,2021,08,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"303,076","303,076"
100418,15SEP2021,2021,09,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"324,392","324,392"
100418,15JAN2022,2022,01,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"377,480","377,480"
100418,15FEB2022,2022,02,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"451,080","451,080"
100418,15MAR2022,2022,03,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"406,952","406,952"
100418,15APR2022,2022,04,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"415,993","415,993"
100418,15MAY2022,2022,05,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"415,037","415,037"
100418,15JUN2022,2022,06,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"415,471","415,471"
100418,15JUL2022,2022,07,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"413,778","413,778"
100418,15AUG2022,2022,08,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"412,409","412,409"
100418,15SEP2022,2022,09,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"425,692","425,692"
100418,15OCT2022,2022,10,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"423,252","423,252"
100418,15NOV2022,2022,11,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"404,319","404,319"
100418,15DEC2022,2022,12,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"389,604","389,604"
100418,15JAN2023,2023,01,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"366,210","366,210"
100418,15FEB2023,2023,02,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"373,531","373,531"
100418,15MAR2023,2023,03,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"376,849","376,849"
100418,15APR2023,2023,04,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"381,646","381,646"
100418,15MAY2023,2023,05,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"386,701","386,701"
100418,15JUN2023,2023,06,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"390,776","390,776"
100418,15JUL2023,2023,07,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"371,031","371,031"
100418,15AUG2023,2023,08,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"381,601","381,601"
100418,15SEP2023,2023,09,G008,MEGACABLE-MCM,C0378,MEGACABLE,"MEGA CABLE, S.A. DE C.V.",,,,,"388,389","388,389"
100625,15JUN2013,2013,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","17,139,118","5,351,449",,,,"22,490,567"
100625,15JUL2013,2013,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","17,857,508","5,575,756",,,,"23,433,264"
100625,15AUG2013,2013,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","18,599,845","5,807,540",,,,"24,407,385"
100625,15SEP2013,2013,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","19,342,181","6,039,325",,,,"25,381,506"
100625,15OCT2013,2013,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","20,060,571","6,263,632",,,,"26,324,203"
100625,15NOV2013,2013,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","20,802,908","6,495,416",,,,"27,298,324"
100625,15DEC2013,2013,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","21,521,298","6,719,723",,,,"28,241,021"
100625,15JAN2014,2014,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","21,667,050","6,765,232",,,,"28,432,282"
100625,15FEB2014,2014,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","21,812,803","6,810,742",,,,"28,623,545"
100625,15MAR2014,2014,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","21,944,450","6,851,847",,,,"28,796,297"
100625,15APR2014,2014,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","22,184,283","6,926,731",,,,"29,111,014"
100625,15MAY2014,2014,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","22,416,380","6,999,200",,,,"29,415,580"
100625,15JUN2014,2014,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","22,656,213","7,074,084",,,,"29,730,297"
100625,15JUL2014,2014,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","22,719,304","7,093,784",,,,"29,813,088"
100625,15AUG2014,2014,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","21,546,072","8,352,566",,,,"29,898,638"
100625,15SEP2014,2014,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","22,038,413","8,494,649",,,,"30,533,062"
100625,15OCT2014,2014,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","24,126,724","8,605,907",,,,"32,732,631"
100625,15NOV2014,2014,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","26,304,748","8,696,745",,,,"35,001,493"
100625,15DEC2014,2014,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","29,473,300","8,898,069",,,,"38,371,369"
100625,15JAN2015,2015,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","27,299,469","9,080,208",,,,"36,379,677"
100625,15FEB2015,2015,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","27,039,482","9,353,322",,,,"36,392,804"
100625,15MAR2015,2015,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","28,523,445","9,372,851",,,,"37,896,296"
100625,15APR2015,2015,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","29,356,277","9,058,167",,,,"38,414,444"
100625,15MAY2015,2015,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","32,647,597","6,980,754",,,,"39,628,351"
100625,15JUN2015,2015,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","30,685,265","9,398,425",,,,"40,083,690"
100625,15JUL2015,2015,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","31,268,002","9,496,523",,,,"40,764,525"
100625,15AUG2015,2015,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","31,724,461","9,664,527",,,,"41,388,988"
100625,15SEP2015,2015,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","31,489,298","9,803,801",,,,"41,293,099"
100625,15OCT2015,2015,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","32,533,049","9,244,035",,,,"41,777,084"
100625,15NOV2015,2015,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","32,609,191","9,814,822",,,,"42,424,013"
100625,15DEC2015,2015,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","35,451,258","9,518,369",,,,"44,969,627"
100625,15JAN2016,2016,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","33,541,668","10,419,071",,,,"43,960,739"
100625,15FEB2016,2016,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","33,206,165","10,499,978",,,,"43,706,143"
100625,15MAR2016,2016,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","34,448,317","10,593,602",,,,"45,041,919"
100625,15APR2016,2016,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","34,988,540","10,668,249",,,,"45,656,789"
100625,15MAY2016,2016,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","36,376,002","10,756,070",,,,"47,132,072"
100625,15JUN2016,2016,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","36,563,536","10,858,001",,,,"47,421,537"
100625,15JUL2016,2016,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","37,986,971","11,860,899",,,,"49,847,870"
100625,15AUG2016,2016,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","38,513,967","12,025,446",,,,"50,539,413"
100625,15SEP2016,2016,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","38,411,672","11,993,506",,,,"50,405,178"
100625,15OCT2016,2016,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","38,807,521","12,117,104",,,,"50,924,625"
100625,15NOV2016,2016,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","39,159,076","12,226,872",,,,"51,385,948"
100625,15DEC2016,2016,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","40,761,727","12,727,277",,,,"53,489,004"
100625,15JAN2017,2017,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","41,149,726","12,848,425",,,,"53,998,151"
100625,15FEB2017,2017,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","40,645,204","12,690,894",,,,"53,336,098"
100625,15MAR2017,2017,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","41,123,461","12,840,224",,,,"53,963,685"
100625,15APR2017,2017,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","41,194,847","12,862,513",,,,"54,057,360"
100625,15MAY2017,2017,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","41,583,087","12,983,736",,,,"54,566,823"
100625,15JUN2017,2017,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","41,534,464","12,968,553",,,,"54,503,017"
100625,15JUL2017,2017,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","42,063,549",,,"13,133,753",,"55,197,302"
100625,15AUG2017,2017,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","42,234,131",,,"13,187,015",,"55,421,146"
100625,15SEP2017,2017,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","42,943,982",,,"13,408,656",,"56,352,638"
100625,15OCT2017,2017,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","42,722,159",,,"13,339,395",,"56,061,554"
100625,15NOV2017,2017,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","42,892,285",,,"13,392,514",,"56,284,799"
100625,15DEC2017,2017,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","43,671,091",,,"13,635,686",,"57,306,777"
100625,15JAN2018,2018,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","44,665,567",,,"13,946,197",,"58,611,764"
100625,15FEB2018,2018,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","44,275,493",,,"13,824,401",,"58,099,894"
100625,15MAR2018,2018,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","44,738,181",,,"13,968,869",,"58,707,050"
100625,15APR2018,2018,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","45,000,238",,,"14,050,693",,"59,050,931"
100625,15MAY2018,2018,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","45,247,248",,,"14,127,818",,"59,375,066"
100625,15JUN2018,2018,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","45,343,177",,,"14,157,771",,"59,500,948"
100625,15JUL2018,2018,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","45,857,566",,,"14,318,382",,"60,175,948"
100625,15AUG2018,2018,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","45,789,769",,,"14,297,213",,"60,086,982"
100625,15SEP2018,2018,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","45,507,831",,,"14,209,182",,"59,717,013"
100625,15OCT2018,2018,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","45,940,999",,,"14,344,432",,"60,285,431"
100625,15NOV2018,2018,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","46,084,368",,,"14,389,197",,"60,473,565"
100625,15DEC2018,2018,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","47,580,230",,,"14,856,259",,"62,436,489"
100625,15JAN2019,2019,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","48,089,876",,,"15,015,389",,"63,105,265"
100625,15FEB2019,2019,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","46,622,281",,,"14,557,152",,"61,179,433"
100625,15MAR2019,2019,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","46,711,522",,,"14,585,017",,"61,296,539"
100625,15APR2019,2019,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","48,289,101",,,"15,077,594",,"63,366,695"
100625,15MAY2019,2019,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","48,869,614",,,"15,258,851",,"64,128,465"
100625,15JUN2019,2019,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","49,257,465",,,"15,379,952",,"64,637,417"
100625,15JUL2019,2019,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","50,125,250",,,"14,972,477",,"65,097,727"
100625,15AUG2019,2019,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","51,008,228",,,"14,386,936",,"65,395,164"
100625,15SEP2019,2019,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","52,037,812",,,"13,009,453",,"65,047,265"
100625,15OCT2019,2019,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","52,332,601",,,"13,083,150",,"65,415,751"
100625,15NOV2019,2019,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","52,941,801",,,"13,235,450",,"66,177,251"
100625,15DEC2019,2019,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","55,119,965",,,"12,929,375",,"68,049,340"
100625,15JAN2020,2020,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","55,276,944",,,"13,145,244",,"68,422,188"
100625,15FEB2020,2020,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","54,843,617",,,"13,295,431",,"68,139,048"
100625,15MAR2020,2020,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","55,486,012",,,"13,361,041",,"68,847,053"
100625,15APR2020,2020,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","54,340,040",,,"13,655,245",,"67,995,285"
100625,15MAY2020,2020,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","54,269,254",,,"13,734,546",,"68,003,800"
100625,15JUN2020,2020,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","54,868,219",,,"13,530,489",,"68,398,708"
100625,15JUL2020,2020,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","55,622,461",,,"13,499,095",,"69,121,556"
100625,15AUG2020,2020,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","56,489,547",,,"13,424,415",,"69,913,962"
100625,15SEP2020,2020,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","57,218,079",,,"13,503,814",,"70,721,893"
100625,15OCT2020,2020,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","57,969,962",,,"13,597,892",,"71,567,854"
100625,15NOV2020,2020,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","56,920,403",,,"13,351,699",,"70,272,102"
100625,15DEC2020,2020,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","58,309,707",,,"13,677,585",,"71,987,292"
100625,15JAN2021,2021,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","59,525,241",,,"12,777,372",,"72,302,613"
100625,15FEB2021,2021,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","59,449,593",,,"12,759,740",,"72,209,333"
100625,15MAR2021,2021,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","60,536,670",,,"12,918,124",,"73,454,794"
100625,15APR2021,2021,04,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","60,355,625",,,"12,986,909",,"73,342,534"
100625,15MAY2021,2021,05,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","59,616,925",,,"12,860,132",,"72,477,057"
100625,15JUN2021,2021,06,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","59,899,648",,,"12,906,698",,"72,806,346"
100625,15JUL2021,2021,07,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","60,217,589",,,"12,869,011",,"73,086,600"
100625,15AUG2021,2021,08,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","59,832,982",,,"12,746,341",,"72,579,323"
100625,15SEP2021,2021,09,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","60,059,793",,,"12,772,958",,"72,832,751"
100625,15OCT2021,2021,10,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","62,054,569",,,"13,151,188",,"75,205,757"
100625,15NOV2021,2021,11,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","62,401,753",,,"13,121,565",,"75,523,318"
100625,15DEC2021,2021,12,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","63,542,371",,,"13,258,639",,"76,801,010"
100625,15JAN2022,2022,01,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","63,803,487",,,"13,239,745",,"77,043,232"
100625,15FEB2022,2022,02,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","63,700,730",,,"13,201,355",,"76,902,085"
100625,15MAR2022,2022,03,G006,AMÉRICA MÓVIL,C0517,TELCEL,"RADIOMOVIL DIPSA, S.A. DE C.V.","64,553,249",,,"13,326,576",,"77,879,825"
